2.58,0.00041604412,1.55,0.999584,0.0,04,04
1.82,0.9928141,2.06,0.007185844,1.0,04,04
1.79,0.9914008,2.1,0.008599207,1.0,04,04
2.59,0.00020643881,1.55,0.9997936,0.0,04,04
1.58,0.99601513,2.52,0.003984879,1.0,04,04
2.68,1.1003429e-05,1.51,0.99998903,0.0,04,04
1.84,0.006852226,2.03,0.9931478,0.0,04,04
1.53,0.0007214909,2.61,0.9992785,0.0,04,04
2.24,7.511937e-05,1.7,0.9999249,0.0,04,04
2.25,0.0010026151,1.71,0.9989974,0.0,04,04
2.08,6.501378e-05,1.82,0.99993503,0.0,04,05
1.83,0.0009003099,2.06,0.99909973,0.0,04,05
2.1,0.49496695,1.79,0.50503296,0.0,04,05
1.89,0.97822034,1.97,0.021779735,1.0,04,05
1.96,0.38835457,1.9,0.6116454,1.0,04,05
1.91,0.5520295,1.95,0.44797045,0.0,04,05
2.41,0.0008433424,1.62,0.9991567,0.0,04,05
1.77,0.51130456,2.12,0.48869547,1.0,04,05
2.1,0.000108199674,1.79,0.99989176,0.0,04,05
1.97,0.00092289475,1.87,0.9990771,0.0,04,05
2.03,2.3127806e-05,1.84,0.9999769,0.0,04,05
2.14,0.4710312,1.77,0.5289688,1.0,04,06
2.2,0.3822605,1.72,0.6177395,1.0,04,06
2.11,0.38009605,1.78,0.619904,0.0,04,06
1.66,0.37112513,2.32,0.62887496,0.0,04,06
1.72,0.5144311,2.2,0.48556888,1.0,04,06
1.76,0.9950293,2.16,0.0049707615,1.0,04,06
1.85,0.993269,2.02,0.006730954,1.0,04,06
1.79,0.56860274,2.1,0.43139726,1.0,04,06
1.92,0.97671616,1.94,0.02328382,1.0,04,06
2.71,0.00015260397,1.51,0.9998474,0.0,04,06
2.28,2.0977974e-05,1.68,0.999979,0.0,04,06
1.77,0.39455304,2.13,0.60544693,1.0,04,06
1.78,0.9957846,2.11,0.004215418,1.0,04,07
1.85,0.307864,2.02,0.692136,0.0,04,07
1.9,0.74407274,1.96,0.25592732,1.0,04,07
1.71,0.000996006,2.22,0.99900407,0.0,04,07
1.82,0.43158773,2.06,0.5684123,1.0,04,07
1.73,0.9936046,2.19,0.006395435,1.0,04,07
2.43,0.01047208,1.58,0.9895279,0.0,04,07
1.71,0.46939513,2.23,0.5306049,1.0,04,07
1.84,0.5714859,2.04,0.42851412,1.0,04,08
1.36,0.94986796,3.34,0.050132032,1.0,04,08
2.22,0.311687,1.72,0.68831307,0.0,04,08
1.67,0.042344347,2.32,0.95765567,0.0,04,08
2.14,0.8732181,1.77,0.12678197,1.0,04,08
1.61,0.43553147,2.43,0.56446856,0.0,04,08
2.27,0.8262717,1.69,0.17372826,0.0,04,08
2.4,0.4012976,1.62,0.5987024,0.0,04,08
2.07,0.6899796,1.81,0.31002042,1.0,04,08
1.62,0.9500443,2.4,0.049955755,1.0,04,08
2.12,0.33781457,1.78,0.66218543,1.0,04,08
1.76,0.40225133,2.15,0.5977487,0.0,04,08
1.65,0.3324518,2.35,0.6675482,0.0,04,08
1.91,0.52119774,1.96,0.4788022,1.0,04,08
1.8,0.37933475,2.08,0.62066525,0.0,04,09
2.15,0.87987846,1.76,0.12012158,1.0,04,09
1.89,0.4524195,1.97,0.5475805,0.0,04,09
1.59,0.48859307,2.49,0.51140696,1.0,04,09
2.19,0.41659993,1.7,0.58340013,0.0,04,09
2.25,0.33734965,1.7,0.6626503,0.0,04,09
2.33,0.539809,1.65,0.46019098,0.0,04,09
1.61,0.7850346,2.43,0.21496546,0.0,04,09
1.77,0.9692947,2.12,0.030705262,1.0,04,09
1.94,0.29203334,1.91,0.7079666,0.0,04,09
1.79,0.025915276,2.1,0.9740847,0.0,04,09
1.81,0.30494857,2.07,0.6950514,0.0,04,09
1.78,0.22028069,2.12,0.77971923,0.0,04,09
1.67,0.4648757,2.3,0.53512424,1.0,04,10
2.02,0.85789675,1.85,0.14210327,1.0,04,10
1.39,0.6815861,3.18,0.31841388,0.0,04,10
2.46,0.22212802,1.6,0.77787197,0.0,04,10
1.98,0.8978548,1.88,0.102145195,1.0,04,10
1.65,0.35115415,2.35,0.6488459,1.0,04,10
2.48,0.56611574,1.58,0.4338843,1.0,04,10
1.57,0.9836707,2.52,0.01632924,1.0,04,10
1.81,0.43118754,2.08,0.56881243,1.0,04,10
1.71,0.487542,2.22,0.512458,1.0,04,10
2.84,0.058822975,1.45,0.941177,0.0,04,10
1.74,0.3055237,2.18,0.6944763,1.0,04,10
1.63,0.15296805,2.39,0.84703195,0.0,04,10
1.61,0.5542078,2.42,0.4457922,0.0,04,11
1.52,0.61550635,2.68,0.38449368,0.0,04,11
1.81,0.39855066,2.07,0.6014493,0.0,04,11
2.01,0.43574598,1.86,0.56425405,0.0,04,11
1.58,0.6022204,2.52,0.3977795,1.0,04,11
1.62,0.37439278,2.39,0.6256072,0.0,04,11
1.42,0.4317421,3.03,0.5682579,1.0,04,11
1.52,0.6478369,2.67,0.35216305,1.0,04,11
1.73,0.8410306,2.21,0.15896946,1.0,04,11
1.69,0.09783122,2.23,0.90216875,0.0,04,11
1.55,0.312013,2.52,0.687987,0.0,04,11
1.85,0.58809924,2.02,0.41190076,1.0,04,12
1.71,0.34567967,2.21,0.65432036,0.0,04,12
1.96,0.4755349,1.9,0.5244651,1.0,04,12
1.54,0.47589913,2.6,0.5241009,1.0,04,12
1.85,0.45675436,2.02,0.5432456,0.0,04,12
1.63,0.5367729,2.4,0.46322703,0.0,04,12
1.77,0.25554594,2.13,0.744454,0.0,04,12
2.06,0.668363,1.82,0.33163705,1.0,04,12
1.76,0.7095337,2.15,0.29046634,0.0,04,12
1.89,0.4030658,1.97,0.5969342,0.0,04,12
1.88,0.04483271,1.99,0.9551673,0.0,04,12
1.77,0.22895092,2.12,0.77104914,0.0,04,12
1.84,0.4179976,2.03,0.5820024,1.0,04,13
1.94,0.02169496,1.92,0.9783051,0.0,04,13
1.69,0.35386968,2.27,0.6461303,1.0,04,13
1.82,0.57683045,2.06,0.42316955,1.0,04,13
1.85,0.5713891,2.02,0.4286109,1.0,04,13
1.77,0.46520278,2.13,0.53479725,0.0,04,13
1.68,0.53877795,2.29,0.461222,1.0,04,13
1.75,0.53354126,2.14,0.46645877,1.0,04,13
1.97,0.49223197,1.89,0.5077681,0.0,04,13
1.51,0.6999869,2.69,0.30001307,1.0,04,13
1.91,0.60426164,1.95,0.3957383,0.0,04,13
1.96,0.41303447,1.9,0.5869655,0.0,04,13
1.71,0.52747303,2.23,0.472527,0.0,04,13
1.93,0.44494778,1.92,0.55505216,1.0,04,13
1.61,0.45056862,2.43,0.5494313,1.0,04,13
1.69,0.43149596,2.27,0.56850404,0.0,04,14
1.89,0.60877854,1.98,0.3912214,1.0,04,14
1.82,0.4025961,2.06,0.5974039,0.0,04,14
1.71,0.44638526,2.23,0.5536148,0.0,04,14
1.53,0.63194764,2.63,0.36805233,1.0,04,14
1.89,0.48624554,1.96,0.5137545,1.0,04,14
1.46,0.5962412,2.91,0.4037588,1.0,04,14
1.67,0.5830603,2.31,0.41693965,1.0,04,14
1.62,0.7026272,2.42,0.2973729,1.0,04,14
1.78,0.6416662,2.11,0.3583338,1.0,04,14
1.79,0.55556303,2.1,0.44443697,0.0,04,14
1.76,0.5001198,2.13,0.4998802,1.0,04,14
1.4,0.4483818,3.11,0.5516182,0.0,04,15
1.72,0.4015093,2.2,0.59849066,0.0,04,15
2.26,0.47330445,1.68,0.5266956,0.0,04,15
1.71,0.5105143,2.23,0.48948574,0.0,04,15
1.83,0.47195932,2.04,0.52804065,1.0,04,15
1.85,0.3975902,2.02,0.6024098,0.0,04,15
2.0,0.36035216,1.87,0.63964784,0.0,04,15
1.97,0.55598265,1.89,0.44401732,0.0,04,15
1.5,0.4583953,2.72,0.5416047,1.0,04,15
2.33,0.3927586,1.66,0.60724133,1.0,04,15
1.51,0.746957,2.67,0.25304297,1.0,04,15
1.84,0.28660077,2.04,0.7133993,0.0,04,15
1.6,0.54283404,2.47,0.45716593,1.0,04,15
2.28,0.14135759,1.68,0.8586424,0.0,04,15
2.06,0.33285758,1.82,0.66714245,0.0,04,16
1.81,0.43407148,2.07,0.56592846,1.0,04,16
1.72,0.62989354,2.21,0.37010643,0.0,04,16
1.32,0.53198576,3.59,0.46801418,1.0,04,16
1.74,0.5033758,2.18,0.4966242,1.0,04,16
1.69,0.39660722,2.29,0.6033928,1.0,04,16
2.1,0.42839092,1.79,0.5716091,1.0,04,16
1.68,0.4264308,2.32,0.57356924,1.0,04,16
2.71,0.4377624,1.5,0.5622376,0.0,04,16
1.7,0.5751217,2.25,0.42487824,1.0,04,16
1.76,0.39055803,2.15,0.609442,0.0,04,16
1.89,0.5979631,1.97,0.40203696,1.0,04,16
1.95,0.29695535,1.9,0.70304465,1.0,04,16
1.92,0.4580452,1.94,0.5419549,0.0,04,16
1.75,0.42545637,2.16,0.5745436,1.0,04,17
1.64,0.42704025,2.38,0.5729598,0.0,04,17
1.93,0.43421686,1.94,0.5657832,1.0,04,17
2.22,0.4626898,1.71,0.5373102,0.0,04,17
2.27,0.46695253,1.68,0.53304744,1.0,04,17
1.78,0.5950637,2.13,0.4049363,1.0,04,17
1.79,0.43899792,2.11,0.561002,1.0,04,17
1.94,0.4745176,1.92,0.5254824,1.0,04,17
1.56,0.6730071,2.55,0.3269929,1.0,04,17
1.41,0.4568257,3.09,0.5431743,0.0,04,17
1.96,0.43162003,1.91,0.56838,1.0,04,17
1.9,0.22871211,1.97,0.77128786,0.0,04,17
1.68,0.5211263,2.28,0.47887376,1.0,04,17
1.9,0.448313,1.95,0.551687,0.0,04,18
2.57,0.41051456,1.55,0.5894854,0.0,04,18
1.76,0.5213948,2.15,0.47860515,0.0,04,18
2.01,0.3757621,1.86,0.62423795,0.0,04,18
1.81,0.404771,2.08,0.595229,0.0,04,18
1.71,0.6187683,2.23,0.38123173,1.0,04,18
1.67,0.5040405,2.28,0.49595952,0.0,04,18
1.56,0.54734546,2.57,0.4526545,0.0,04,19
1.64,0.44413403,2.36,0.5558659,1.0,04,19
2.15,0.45777223,1.74,0.5422278,0.0,04,19
1.6,0.42241627,2.45,0.57758373,0.0,04,19
1.99,0.40714002,1.86,0.59286,0.0,04,19
2.81,0.40844867,1.45,0.5915513,1.0,04,19
1.99,0.48335633,1.87,0.5166437,0.0,04,19
1.86,0.54421973,2.0,0.45578036,1.0,04,19
1.61,0.49030954,2.38,0.5096905,1.0,04,19
1.93,0.55943304,1.9,0.44056693,1.0,04,19
1.86,0.43984634,2.0,0.5601537,1.0,04,19
1.85,0.37701136,2.02,0.62298864,0.0,04,19
2.36,0.46479887,1.64,0.5352011,1.0,04,19
1.82,0.46029818,2.05,0.5397018,0.0,04,19
1.77,0.5909898,2.13,0.4090101,1.0,04,20
1.88,0.40359718,1.98,0.5964029,1.0,04,20
1.67,0.4737258,2.31,0.52627414,1.0,04,20
1.75,0.38314146,2.15,0.6168585,0.0,04,20
1.76,0.42670032,2.14,0.57329965,0.0,04,20
1.84,0.49501926,2.04,0.5049807,1.0,04,20
1.68,0.39001015,2.28,0.6099898,0.0,04,20
2.42,0.43489057,1.62,0.56510943,1.0,04,20
2.31,0.39171317,1.66,0.6082868,0.0,04,20
1.94,0.55209035,1.92,0.44790962,1.0,04,20
1.77,0.5882803,2.12,0.41171965,1.0,04,20
1.75,0.7013548,2.16,0.2986452,1.0,04,20
1.94,0.50939584,1.93,0.49060422,1.0,04,20
1.71,0.4565371,2.23,0.5434629,0.0,04,20
3.41,0.3527415,1.34,0.6472585,0.0,04,21
1.99,0.34811804,1.87,0.65188193,0.0,04,21
1.63,0.5345881,2.4,0.46541184,0.0,04,21
1.91,0.6262835,1.95,0.37371644,0.0,04,21
1.93,0.41169757,1.93,0.58830243,0.0,04,21
1.56,0.4640221,2.52,0.5359779,0.0,04,21
2.06,0.5035043,1.82,0.49649566,1.0,04,21
1.78,0.35964274,2.12,0.64035726,0.0,04,21
2.76,0.45276505,1.48,0.547235,0.0,04,21
1.64,0.4728799,2.37,0.5271202,1.0,04,21
2.62,0.55936533,1.54,0.44063476,1.0,04,21
2.37,0.44395086,1.64,0.55604917,0.0,04,21
2.01,0.5299467,1.86,0.4700533,1.0,04,22
1.63,0.68466115,2.39,0.3153389,1.0,04,22
1.79,0.41336045,2.1,0.5866395,0.0,04,22
2.85,0.44470477,1.46,0.5552952,0.0,04,22
1.92,0.37885752,1.94,0.62114245,0.0,04,22
2.72,0.29554906,1.5,0.70445085,0.0,04,22
1.55,0.5176246,2.59,0.4823754,1.0,04,22
1.73,0.432863,2.2,0.56713694,0.0,04,22
1.79,0.52819884,2.1,0.47180116,0.0,04,22
1.77,0.63891643,2.13,0.36108357,1.0,04,22
2.14,0.47335288,1.76,0.5266471,1.0,04,22
1.77,0.47575828,2.13,0.5242417,0.0,04,22
1.92,0.3280622,1.95,0.6719378,0.0,04,22
1.59,0.5019832,2.46,0.4980167,1.0,04,22
2.17,0.4201264,1.75,0.5798736,1.0,04,22
1.62,0.5883902,2.42,0.41160983,1.0,04,23
1.8,0.69292784,2.08,0.3070721,1.0,04,23
1.58,0.45258105,2.49,0.547419,1.0,04,23
2.0,0.33705816,1.87,0.6629419,0.0,04,23
1.67,0.52656347,2.3,0.47343656,1.0,04,23
1.73,0.4405669,2.2,0.5594331,1.0,04,23
2.3,0.32128263,1.67,0.6787174,0.0,04,23
2.52,0.47390518,1.58,0.5260948,1.0,04,23
1.72,0.5288542,2.21,0.47114578,0.0,04,23
1.84,0.5898914,2.05,0.4101086,0.0,04,23
1.94,0.49945888,1.92,0.5005411,1.0,04,23
2.05,0.44557074,1.83,0.5544293,0.0,04,23
2.35,0.39364797,1.66,0.606352,0.0,04,23
1.91,0.3777436,1.95,0.6222564,1.0,04,23
2.07,0.49904293,1.81,0.5009571,1.0,04,23
1.86,0.5085204,2.0,0.4914796,0.0,04,24
1.53,0.46207792,2.65,0.5379221,1.0,04,24
2.5,0.4490997,1.58,0.55090034,0.0,04,24
2.46,0.29624054,1.6,0.7037595,0.0,04,24
2.5,0.25477773,1.58,0.7452223,0.0,04,24
1.58,0.75076437,2.48,0.24923564,1.0,04,24
1.8,0.5387814,2.08,0.4612186,1.0,04,24
1.96,0.5439549,1.9,0.45604506,1.0,04,24
1.71,0.6515221,2.23,0.34847793,1.0,04,24
1.79,0.37393034,2.1,0.6260697,0.0,04,24
1.98,0.48427573,1.89,0.5157242,0.0,04,24
1.97,0.4617608,1.89,0.53823924,0.0,04,24
2.13,0.44054466,1.77,0.5594553,0.0,04,24
2.33,0.35857314,1.66,0.6414268,0.0,04,24
1.92,0.42728445,1.94,0.5727155,0.0,04,24
1.52,0.46883115,2.58,0.5311689,0.0,04,25
2.11,0.29587674,1.76,0.70412326,0.0,04,25
1.76,0.3841321,2.15,0.61586785,1.0,04,25
1.46,0.5820592,2.82,0.41794083,1.0,04,25
1.78,0.60751355,2.12,0.39248642,1.0,04,25
2.06,0.4987948,1.82,0.5012052,0.0,04,25
2.27,0.44737247,1.66,0.5526275,1.0,04,25
1.73,0.5510536,2.14,0.44894645,0.0,04,25
1.82,0.4461442,2.0,0.5538559,1.0,04,25
1.85,0.5307993,2.01,0.46920064,1.0,04,25
1.79,0.44615728,2.01,0.5538427,0.0,04,25
1.69,0.5149563,2.2,0.4850437,1.0,04,25
1.54,0.6593154,2.62,0.34068456,1.0,04,25
1.49,0.60097915,2.76,0.3990208,0.0,04,26
2.07,0.44186035,1.82,0.5581397,0.0,04,26
2.97,0.2550064,1.43,0.74499357,0.0,04,26
2.16,0.29132006,1.75,0.70868,0.0,04,26
1.64,0.5926516,2.37,0.40734833,1.0,04,26
1.81,0.6433696,2.07,0.35663044,1.0,04,26
1.42,0.5839408,3.02,0.4160592,1.0,04,26
2.06,0.55197155,1.82,0.44802836,1.0,04,26
1.97,0.473534,1.9,0.526466,1.0,04,26
2.45,0.50084436,1.61,0.49915564,0.0,04,26
2.12,0.3866779,1.77,0.6133221,0.0,04,26
2.09,0.52705294,1.81,0.47294703,1.0,04,26
1.31,0.47482002,3.69,0.52518,0.0,04,26
2.31,0.48916456,1.67,0.5108354,1.0,04,26
1.47,0.6590681,2.83,0.34093192,1.0,04,26
1.5,0.65606236,2.72,0.34393767,1.0,04,27
1.46,0.58089,2.81,0.41911,0.0,04,27
1.79,0.44725996,2.1,0.5527401,0.0,04,27
1.49,0.46147975,2.77,0.5385202,1.0,04,27
1.96,0.3687642,1.9,0.6312358,1.0,04,27
1.47,0.62930423,2.83,0.37069574,1.0,04,27
1.86,0.5808344,2.01,0.41916555,0.0,04,27
1.83,0.5672911,2.04,0.43270892,1.0,04,27
1.94,0.43062386,1.92,0.5693762,0.0,04,27
1.84,0.51038444,2.02,0.48961553,0.0,04,27
1.82,0.3845849,2.03,0.61541516,0.0,04,27
1.8,0.55686545,2.08,0.4431345,1.0,04,27
1.59,0.42230323,2.45,0.5776967,0.0,04,27
1.76,0.4974507,2.14,0.50254923,0.0,04,27
1.8,0.37553775,2.09,0.62446225,1.0,04,28
1.25,0.6450548,4.08,0.35494518,1.0,04,28
1.71,0.55499697,2.23,0.44500303,0.0,04,28
1.66,0.51683486,2.29,0.48316514,1.0,04,28
1.49,0.4294401,2.74,0.57055986,0.0,04,28
2.08,0.4140327,1.79,0.5859673,1.0,04,28
1.82,0.4221636,2.04,0.5778364,0.0,04,28
1.35,0.52181023,3.41,0.4781897,1.0,04,29
1.85,0.50467354,2.0,0.4953265,1.0,04,29
2.69,0.40724024,1.5,0.5927597,1.0,04,29
1.64,0.66130084,2.34,0.3386991,1.0,04,29
2.07,0.4946099,1.78,0.50539005,1.0,04,29
1.67,0.47395152,2.31,0.5260485,1.0,04,29
1.82,0.45995644,2.06,0.5400436,0.0,04,29
2.23,0.51183736,1.68,0.48816267,1.0,04,29
1.85,0.43168017,2.01,0.56831986,0.0,04,29
1.81,0.45161626,2.07,0.5483838,0.0,04,29
2.29,0.44122824,1.67,0.5587718,0.0,04,29
1.72,0.3543875,2.21,0.64561254,0.0,04,29
2.06,0.45874345,1.82,0.54125655,1.0,04,29
1.55,0.62310886,2.56,0.37689114,0.0,04,29
1.68,0.55698705,2.23,0.443013,1.0,04,29
2.08,0.42027113,1.8,0.57972884,0.0,04,30
1.7,0.45067778,2.25,0.5493222,0.0,04,30
1.59,0.51478016,2.48,0.48521984,1.0,04,30
1.85,0.5094003,2.02,0.49059966,1.0,04,30
1.79,0.46669036,2.11,0.5333096,1.0,04,30
1.57,0.49877095,2.53,0.5012291,0.0,04,30
2.06,0.4448806,1.82,0.55511934,1.0,04,30
1.49,0.7385207,2.74,0.2614794,1.0,04,30
1.82,0.53622127,2.07,0.4637787,1.0,04,30
2.07,0.4059068,1.81,0.5940932,0.0,04,30
1.91,0.5460565,1.95,0.4539435,1.0,04,30
1.46,0.37975714,2.82,0.62024283,0.0,04,30
1.5,0.5962855,2.7,0.4037145,0.0,04,30
1.98,0.53653777,1.88,0.46346223,1.0,04,30
1.78,0.45090178,2.11,0.54909825,0.0,05,01
2.06,0.45129234,1.82,0.5487076,0.0,05,01
1.99,0.46672475,1.87,0.53327525,0.0,05,01
1.64,0.6196742,2.39,0.38032573,0.0,05,01
2.0,0.44386756,1.87,0.55613244,1.0,05,01
1.71,0.43620288,2.23,0.5637971,0.0,05,01
2.04,0.44400376,1.83,0.55599624,0.0,05,01
1.47,0.47640753,2.79,0.5235925,0.0,05,01
2.11,0.44470802,1.79,0.55529195,1.0,05,01
1.88,0.5113676,1.99,0.48863238,0.0,05,01
1.64,0.48850617,2.36,0.5114938,0.0,05,01
1.93,0.30712402,1.92,0.692876,0.0,05,01
1.33,0.66603243,3.53,0.3339676,1.0,05,01
1.83,0.53312194,2.05,0.46687803,0.0,05,01
1.59,0.55111593,2.5,0.44888413,1.0,05,01
1.71,0.41748336,2.22,0.5825167,0.0,05,02
1.61,0.53751534,2.44,0.46248466,0.0,05,02
2.44,0.5062582,1.6,0.49374178,0.0,05,02
1.49,0.4806257,2.75,0.51937425,1.0,05,02
1.92,0.516911,1.94,0.48308903,1.0,05,02
1.56,0.68444896,2.55,0.31555107,0.0,05,02
1.83,0.486298,2.06,0.51370203,0.0,05,02
1.58,0.5439932,2.5,0.45600674,1.0,05,02
1.93,0.32469225,1.94,0.67530775,0.0,05,02
2.04,0.37332013,1.84,0.6266798,1.0,05,02
1.77,0.42582312,2.12,0.57417685,1.0,05,03
1.84,0.6352669,2.03,0.36473313,1.0,05,03
2.59,0.34081587,1.55,0.65918416,0.0,05,03
1.54,0.57719636,2.62,0.42280367,1.0,05,03
2.17,0.51415646,1.74,0.48584354,0.0,05,03
1.43,0.46254554,2.98,0.5374545,0.0,05,03
1.67,0.441308,2.3,0.55869204,0.0,05,03
1.69,0.44237766,2.24,0.5576224,1.0,05,03
1.64,0.69344,2.35,0.30655995,1.0,05,03
2.12,0.52317405,1.78,0.47682595,1.0,05,03
1.82,0.5078693,2.05,0.49213073,1.0,05,03
1.58,0.48965493,2.52,0.51034504,0.0,05,03
1.84,0.33090279,2.04,0.66909724,0.0,05,03
1.84,0.39020002,2.03,0.60980004,1.0,05,03
1.91,0.55694014,1.95,0.4430598,1.0,05,04
2.14,0.36380464,1.76,0.6361954,0.0,05,04
1.52,0.47376117,2.67,0.52623874,1.0,05,04
2.25,0.49557185,1.7,0.5044281,0.0,05,04
2.32,0.4651132,1.66,0.53488684,0.0,05,04
2.03,0.28548798,1.84,0.71451205,0.0,05,04
2.06,0.3428802,1.82,0.65711987,0.0,05,04
1.53,0.46725947,2.65,0.53274053,1.0,05,04
1.78,0.5818641,2.11,0.41813594,0.0,05,04
1.49,0.5776807,2.73,0.42231926,1.0,05,04
1.62,0.4605243,2.42,0.5394757,1.0,05,04
1.84,0.41691566,2.03,0.58308434,0.0,05,04
1.63,0.6796307,2.4,0.3203693,1.0,05,04
1.63,0.5293088,2.39,0.4706912,1.0,05,04
1.54,0.53583866,2.63,0.46416137,1.0,05,05
1.78,0.45399442,2.12,0.54600555,1.0,05,05
1.9,0.6071168,1.96,0.39288318,1.0,05,05
1.51,0.5771652,2.7,0.42283475,1.0,05,05
1.92,0.63534755,1.94,0.36465245,1.0,05,05
1.69,0.4867836,2.26,0.5132164,1.0,05,05
1.91,0.41559005,1.95,0.5844099,0.0,05,05
1.75,0.45088726,2.17,0.54911274,0.0,05,05
2.71,0.37422583,1.5,0.6257742,1.0,05,05
1.74,0.46177697,2.19,0.5382231,0.0,05,05
1.96,0.48833513,1.9,0.51166487,1.0,05,06
1.96,0.44401467,1.9,0.55598533,1.0,05,06
1.76,0.45515335,2.15,0.54484665,1.0,05,06
1.77,0.66554093,2.14,0.33445904,1.0,05,06
1.73,0.6303258,2.21,0.36967424,1.0,05,06
1.87,0.48257107,2.0,0.51742893,0.0,05,06
2.48,0.20211573,1.59,0.7978843,0.0,05,06
1.77,0.6300461,2.13,0.36995387,1.0,05,06
2.05,0.47095305,1.83,0.5290469,1.0,05,06
1.78,0.52323973,2.12,0.47676027,0.0,05,06
2.17,0.51133585,1.75,0.4886641,0.0,05,06
1.53,0.50581074,2.65,0.49418926,1.0,05,06
2.36,0.3897706,1.64,0.6102294,1.0,05,06
2.08,0.5090927,1.81,0.4909074,0.0,05,07
2.4,0.4461225,1.61,0.5538775,1.0,05,07
2.31,0.4133438,1.67,0.5866562,0.0,05,07
2.0,0.44056454,1.87,0.5594355,0.0,05,07
1.74,0.5563818,2.18,0.44361815,1.0,05,07
1.68,0.4885954,2.29,0.5114046,1.0,05,07
1.55,0.506154,2.59,0.49384597,1.0,05,07
1.92,0.59432626,1.94,0.4056737,0.0,05,07
2.08,0.5505861,1.81,0.44941384,1.0,05,07
1.83,0.24805224,2.03,0.7519478,0.0,05,07
1.43,0.64552927,2.96,0.3544707,1.0,05,07
1.88,0.6115265,1.99,0.3884735,0.0,05,07
1.61,0.4663264,2.43,0.5336736,0.0,05,07
2.18,0.383965,1.74,0.61603504,0.0,05,07
2.1,0.50425786,1.79,0.49574214,0.0,05,07
1.65,0.44585162,2.36,0.55414844,0.0,05,08
2.05,0.601471,1.83,0.39852896,0.0,05,08
1.75,0.6184721,2.16,0.38152787,1.0,05,08
1.74,0.45218086,2.18,0.54781914,0.0,05,08
2.27,0.15573715,1.68,0.8442629,0.0,05,08
1.62,0.5676361,2.4,0.43236384,1.0,05,08
1.5,0.6442046,2.72,0.35579535,1.0,05,08
1.9,0.45758757,1.96,0.54241234,1.0,05,08
1.85,0.5037625,2.01,0.49623752,0.0,05,08
1.43,0.5281711,2.98,0.47182894,1.0,05,08
1.84,0.51174015,2.04,0.48825988,0.0,05,08
1.51,0.48586786,2.68,0.5141321,0.0,05,08
2.36,0.36547786,1.64,0.6345222,0.0,05,08
1.86,0.44303298,2.0,0.556967,0.0,05,08
1.48,0.4910718,2.75,0.5089282,1.0,05,09
1.74,0.64399225,2.17,0.35600778,1.0,05,09
1.75,0.5001647,2.16,0.49983534,1.0,05,09
2.09,0.60948706,1.79,0.39051294,1.0,05,09
1.84,0.48494592,2.02,0.5150541,0.0,05,09
2.03,0.49122417,1.83,0.5087759,1.0,05,09
1.6,0.4050775,2.44,0.5949225,0.0,05,09
1.93,0.40855166,1.93,0.59144837,0.0,05,09
1.77,0.487934,2.13,0.512066,1.0,05,09
2.2,0.4624954,1.72,0.5375046,0.0,05,09
1.54,0.6837121,2.6,0.31628782,1.0,05,10
1.52,0.46394807,2.63,0.536052,0.0,05,10
1.84,0.43813157,2.03,0.5618684,0.0,05,10
1.87,0.48126572,1.99,0.5187343,1.0,05,10
1.37,0.6546985,3.26,0.3453015,1.0,05,10
2.06,0.49683365,1.81,0.5031664,1.0,05,10
1.76,0.5069698,2.14,0.49303028,0.0,05,10
2.1,0.50919676,1.78,0.4908033,0.0,05,10
1.81,0.3434538,2.05,0.6565462,0.0,05,10
1.8,0.45817032,2.09,0.54182965,0.0,05,10
